Latitude,Longitude,mean_U,mean_V
16.5497,-66.8769,-0.1003692307692307,-0.10695384615384611
16.5497,-66.8212,-0.10363905325443779,-0.1118934911242603
16.5497,-66.7654,-0.1241106719367588,-0.1175889328063241
16.5497,-66.7097,-0.0890577507598784,-0.1249240121580547
16.5497,-66.6539,-0.0933434650455927,-0.1275379939209726
16.5497,-66.5982,-0.0961237785016286,-0.1307166123778501
16.5497,-66.5425,-0.085,-0.1364765100671141
16.5497,-66.4867,-0.0852131147540983,-0.1387868852459016
16.5497,-66.431,-0.0674193548387096,-0.138516129032258
16.5497,-66.3752,-0.0704918032786885,-0.1431475409836065
16.5497,-66.3195,-0.05798561151079129,-0.1384892086330935
16.5497,-66.2638,-0.0350390625,-0.1186328125
16.5497,-66.208,-0.0243396226415094,-0.1098490566037735
16.5497,-66.1523,0.0103982300884955,-0.0895132743362831
16.5497,-66.0965,0.0168525896414342,-0.0841035856573705
16.5497,-66.0408,-0.002578947368421,-0.0620526315789473
16.5497,-65.9851,0.0568279569892473,-0.0163978494623655
16.5497,-65.9293,0.0551127819548872,-0.0114285714285714
16.5497,-65.8736,0.0620952380952381,0.0113333333333333
16.5497,-65.8178,0.038953488372093,0.0451162790697674
16.5497,-65.7621,0.1359210526315789,0.1134210526315789
16.6037,-67.49,0.0255172413793103,0.0082758620689655
16.6037,-67.3228,-0.0732258064516129,-0.0120430107526881
16.6037,-67.2671,-0.0784803921568627,-0.0214705882352941
16.6037,-67.2113,-0.0548120300751879,-0.0297744360902255
16.6037,-67.1556,-0.1341666666666666,-0.0163888888888888
16.6037,-67.0999,-0.1276050420168067,-0.0576890756302521
16.6037,-67.0441,-0.1264197530864197,-0.067037037037037
16.6037,-66.9884,-0.1122049689440993,-0.0851242236024844
16.6037,-66.8769,-0.1051129943502824,-0.1065254237288135
16.6037,-66.8212,-0.0998546511627907,-0.10718023255813948
16.6037,-66.7654,-0.095523560209424,-0.1162303664921465
16.6037,-66.7097,-0.0807714285714285,-0.12374285714285711
16.6037,-66.6539,-0.0816571428571428,-0.12331428571428571
16.6037,-66.5982,-0.0822888283378746,-0.1271934604904632
16.6037,-66.5425,-0.0877358490566037,-0.1270440251572327
16.6037,-66.4867,-0.0809917355371901,-0.1293388429752066
16.6037,-66.431,-0.0689644970414201,-0.1281952662721893
16.6037,-66.3752,-0.0605671641791044,-0.1306268656716417
16.6037,-66.3195,-0.0415512465373961,-0.116371191135734
16.6037,-66.2638,-0.0223867069486404,-0.0964954682779456
16.6037,-66.208,-0.0098360655737704,-0.0960983606557377
16.6037,-66.1523,0.0096186440677966,-0.0846610169491525
16.6037,-66.0965,-0.0186742424242424,-0.0636363636363636
16.6037,-66.0408,0.023,-0.0368636363636363
16.6037,-65.9851,0.08819819819819821,0.008018018018018
16.6037,-65.9293,0.0495454545454545,0.0059090909090909
16.6037,-65.8736,0.00304,0.02712
16.6037,-65.8178,0.0405072463768115,0.0626811594202898
16.6037,-65.7621,0.1223076923076923,0.1238461538461538
16.6037,-65.7064,0.1412987012987013,0.11818181818181808
16.6037,-65.6506,0.072,0.178
16.6576,-67.49,0.014090909090909,-0.0016666666666666
16.6576,-67.4343,0.0199999999999999,-0.0167647058823529
16.6576,-67.3786,-0.0314705882352941,-0.002156862745098
16.6576,-67.2671,-0.0778723404255319,-0.0081382978723404
16.6576,-67.2113,-0.0569565217391304,-0.030072463768115898
16.6576,-67.1556,-0.0933962264150943,-0.0462641509433962
16.6576,-67.0999,-0.1969047619047619,-0.0328571428571428
16.6576,-67.0441,-0.13,-0.071692789968652
16.6576,-66.9884,-0.1246764705882352,-0.0811470588235294
16.6576,-66.9326,-0.1212987012987013,-0.0871428571428571
16.6576,-66.8769,-0.11695054945054942,-0.1001098901098901
16.6576,-66.8212,-0.110625,-0.1040489130434782
16.6576,-66.7654,-0.091580310880829,-0.1130310880829015
16.6576,-66.7097,-0.0754120879120879,-0.1217582417582417
16.6576,-66.6539,-0.0701851851851851,-0.1213227513227513
16.6576,-66.5982,-0.0756052631578947,-0.1248421052631579
16.6576,-66.5425,-0.0770087976539589,-0.1263636363636363
16.6576,-66.4867,-0.084027027027027,-0.12410810810810809
16.6576,-66.431,-0.0787671232876712,-0.11860273972602729
16.6576,-66.3752,-0.0671511627906976,-0.1204651162790697
16.6576,-66.3195,-0.0495844155844155,-0.1073506493506493
16.6576,-66.2638,-0.015567867036010999,-0.0835180055401662
16.6576,-66.208,-0.006477611940298499,-0.0866865671641791
16.6576,-66.1523,-0.0035873015873015,-0.0663809523809523
16.6576,-66.0965,0.0128338762214983,-0.0420195439739413
16.6576,-66.0408,0.031136363636363597,-0.0145454545454545
16.6576,-65.9851,0.0506392694063926,0.0182648401826484
16.6576,-65.9293,-0.0259782608695652,0.0333152173913043
16.6576,-65.8736,-0.0064545454545454,0.056
16.6576,-65.8178,0.0440322580645161,0.0687903225806451
16.6576,-65.7621,0.006666666666666601,0.10333333333333332
16.6576,-65.7064,0.0463636363636363,0.1371428571428571
16.6576,-65.6506,0.094927536231884,0.1785507246376811
16.7115,-67.49,-0.02,0.0036363636363636
16.7115,-67.4343,-0.0298039215686274,-0.016078431372549
16.7115,-67.3786,-0.0425766871165644,0.0001840490797546
16.7115,-67.3228,-0.0373863636363636,-0.01125
16.7115,-67.2671,-0.086321243523316,-0.0076165803108808
16.7115,-67.2113,-0.0946829268292683,-0.0199999999999999
16.7115,-67.1556,-0.11572847682119199,-0.037682119205298
16.7115,-67.0999,-0.1324113475177305,-0.0360992907801418
16.7115,-67.0441,-0.142909604519774,-0.0605084745762711
16.7115,-66.9884,-0.1324,-0.0808571428571428
16.7115,-66.9326,-0.1159523809523809,-0.0805291005291005
16.7115,-66.8769,-0.1195103092783505,-0.0929896907216494
16.7115,-66.8212,-0.111180904522613,-0.1013819095477387
16.7115,-66.7654,-0.096959619952494,-0.1071971496437054
16.7115,-66.7097,-0.0839694656488549,-0.1165648854961832
16.7115,-66.6539,-0.0690656565656565,-0.116540404040404
16.7115,-66.5982,-0.0723,-0.121025
16.7115,-66.5425,-0.0839671361502347,-0.1166197183098591
16.7115,-66.4867,-0.0809462915601023,-0.1150639386189258
16.7115,-66.431,-0.0755291005291005,-0.1122486772486772
16.7115,-66.3752,-0.0647089947089947,-0.10849206349206342
16.7115,-66.3195,-0.0658201058201058,-0.0955555555555555
16.7115,-66.2638,-0.0324866310160427,-0.0831818181818181
16.7115,-66.208,-0.013735955056179703,-0.0719101123595505
16.7115,-66.1523,-0.0049253731343283,-0.0430746268656716
16.7115,-66.0965,0.0225730994152046,-0.0224269005847953
16.7115,-66.0408,0.0388996763754045,0.0096116504854368
16.7115,-65.9851,-0.0184951456310679,0.0328640776699029
16.7115,-65.9293,-0.0035714285714284998,0.0595798319327731
16.7115,-65.8736,0.0040140845070422,0.0786619718309859
16.7115,-65.8178,0.0362237762237762,0.0805594405594405
16.7115,-65.7621,0.015,0.1210655737704918
16.7115,-65.7064,0.0399264705882353,0.1567647058823529
16.7115,-65.6506,0.1415730337078651,0.2333707865168539
16.7115,-65.5949,0.1705797101449275,0.2617391304347826
16.7655,-67.6015,-0.044,-0.03
16.7655,-67.5458,-0.035,0.0075
16.7655,-67.49,0.006666666666666601,0.04
16.7655,-67.4343,-0.0377777777777777,0.014444444444444402
16.7655,-67.3786,-0.0325531914893617,-0.0082269503546099
16.7655,-67.3228,-0.0554140127388535,-0.0056687898089171
16.7655,-67.2671,-0.0737735849056603,-0.0100943396226415
16.7655,-67.2113,-0.1250943396226415,0.011509433962264101
16.7655,-67.1556,-0.1368661971830986,-0.0251760563380281
16.7655,-67.0999,-0.1502272727272727,-0.032012987012987
16.7655,-67.0441,-0.1437900874635568,-0.048746355685131096
16.7655,-66.9884,-0.1429859154929577,-0.0678873239436619
16.7655,-66.9326,-0.1362842892768079,-0.0767082294264339
16.7655,-66.8769,-0.133425,-0.08305
16.7655,-66.8212,-0.1251835853131749,-0.0922246220302375
16.7655,-66.7654,-0.10230946882217082,-0.1001385681293302
16.7655,-66.7097,-0.0908675799086757,-0.10938356164383559
16.7655,-66.6539,-0.09040723981900452,-0.1070135746606334
16.7655,-66.5982,-0.0737437185929648,-0.1179899497487437
16.7655,-66.5425,-0.0818032786885245,-0.11056206088992972
16.7655,-66.4867,-0.08156565656565648,-0.1097727272727272
16.7655,-66.431,-0.0730073349633251,-0.1028117359413203
16.7655,-66.3752,-0.0711633663366336,-0.0948019801980197
16.7655,-66.3195,-0.064,-0.08587341772151891
16.7655,-66.2638,-0.0468280871670702,-0.0723486682808716
16.7655,-66.208,-0.0316042780748663,-0.05633689839572191
16.7655,-66.1523,-0.008112676056338,-0.0414084507042253
16.7655,-66.0965,0.013994169096209898,-0.0105830903790087
16.7655,-66.0408,-0.0256611570247933,0.0269834710743801
16.7655,-65.9851,0.0026966292134831,0.0561423220973782
16.7655,-65.9293,-0.0088362068965517,0.0661206896551724
16.7655,-65.8736,-0.026994535519125597,0.0753005464480874
16.7655,-65.8178,-0.0530288461538461,0.1126442307692307
16.7655,-65.7621,-0.0086708860759493,0.1365189873417721
16.7655,-65.7064,0.04512,0.16456
16.7655,-65.6506,0.11976190476190471,0.2498809523809523
16.7655,-65.5949,0.0494871794871794,0.2393589743589743
16.7655,-65.4834,0.1375,0.385
16.8194,-67.5458,-0.0976470588235294,0.02
16.8194,-67.49,-0.174,0.06
16.8194,-67.4343,-0.0806666666666666,0.002
16.8194,-67.3786,-0.061049382716049296,-8.566535683836084e-20
16.8194,-67.3228,-0.0850568181818181,0.0013068181818181
16.8194,-67.2671,-0.091259842519685,-0.007007874015748
16.8194,-67.2113,-0.10453271028037378,-0.017429906542056
16.8194,-67.1556,-0.1384660766961651,-0.0281120943952802
16.8194,-67.0999,-0.1660937499999999,-0.031875
16.8194,-67.0441,-0.1606020942408377,-0.0487434554973822
16.8194,-66.9884,-0.1518933333333333,-0.060320000000000006
16.8194,-66.9326,-0.145390243902439,-0.0719024390243902
16.8194,-66.8769,-0.1489460784313725,-0.0766421568627451
16.8194,-66.8212,-0.1355458515283842,-0.0859825327510917
16.8194,-66.7654,-0.1287633262260128,-0.0886140724946695
16.8194,-66.7097,-0.0999780219780219,-0.1010989010989011
16.8194,-66.6539,-0.0954845814977973,-0.1031497797356828
16.8194,-66.5982,-0.089205298013245,-0.1049668874172185
16.8194,-66.5425,-0.0896190476190476,-0.0989047619047619
16.8194,-66.4867,-0.08836363636363631,-0.10111363636363628
16.8194,-66.431,-0.0804250559284116,-0.09664429530201342
16.8194,-66.3752,-0.0802304147465437,-0.0850460829493087
16.8194,-66.3195,-0.0723963133640553,-0.0712442396313364
16.8194,-66.2638,-0.0688968824940048,-0.0627338129496402
16.8194,-66.208,-0.0508707124010554,-0.0572823218997361
16.8194,-66.1523,-0.0404603580562659,-0.0348337595907928
16.8194,-66.0965,-0.040056338028169,-0.008281690140845
16.8194,-66.0408,-0.0211513157894736,0.0258552631578947
16.8194,-65.9851,-0.0210216718266253,0.0452631578947368
16.8194,-65.9293,-0.0314285714285714,0.0654054054054054
16.8194,-65.8736,-0.0707981220657277,0.08413145539906101
16.8194,-65.8178,-0.0667894736842105,0.1011578947368421
16.8194,-65.7621,-0.0102941176470588,0.1301176470588235
16.8194,-65.7064,0.0015999999999999,0.16744
16.8194,-65.6506,0.0486885245901639,0.2275409836065574
16.8194,-65.5949,0.0717757009345794,0.265981308411215
16.8194,-65.5391,0.1483333333333333,0.36000000000000004
16.8194,-65.4834,0.1316129032258064,0.3303225806451613
16.8734,-67.5458,-0.135,0.049
16.8734,-67.49,-0.006666666666666601,-0.0333333333333333
16.8734,-67.4343,-0.0571929824561403,-0.0282456140350877
16.8734,-67.3786,-0.11125,-0.00525
16.8734,-67.3228,-0.1093617021276595,0.0099290780141843
16.8734,-67.2671,-0.1072888888888888,-0.0129333333333333
16.8734,-67.2113,-0.1258167330677291,-0.0160557768924302
16.8734,-67.1556,-0.1331186440677966,-0.032
16.8734,-67.0999,-0.1545645645645645,-0.0344744744744744
16.8734,-67.0441,-0.16584183673469377,-0.049744897959183604
16.8734,-66.9884,-0.1597297297297297,-0.0615479115479115
16.8734,-66.9326,-0.1613657407407407,-0.0680324074074074
16.8734,-66.8769,-0.1492906178489702,-0.0748283752860412
16.8734,-66.8212,-0.1460044150110375,-0.0852980132450331
16.8734,-66.7654,-0.1295020746887966,-0.0889419087136929
16.8734,-66.7097,-0.1259623430962343,-0.09198744769874471
16.8734,-66.6539,-0.102721649484536,-0.096701030927835
16.8734,-66.5982,-0.1006924643584521,-0.0995519348268839
16.8734,-66.5425,-0.0904103671706263,-0.0961987041036717
16.8734,-66.4867,-0.09074,-0.0891
16.8734,-66.431,-0.0852597402597402,-0.0858874458874458
16.8734,-66.3752,-0.0889008620689655,-0.07125
16.8734,-66.3195,-0.0853164556962025,-0.0662447257383966
16.8734,-66.2638,-0.0836579572446555,-0.0516152019002375
16.8734,-66.208,-0.0705555555555555,-0.0532608695652173
16.8734,-66.1523,-0.0633009708737864,-0.025412621359223297
16.8734,-66.0965,-0.0689196675900277,-0.0100277008310249
16.8734,-66.0408,-0.057486033519553,0.0266480446927374
16.8734,-65.9851,-0.0617133956386292,0.0419626168224299
16.8734,-65.9293,-0.0873219373219373,0.0739031339031339
16.8734,-65.8736,-0.0917799352750809,0.0841747572815534
16.8734,-65.8178,-0.0900706713780918,0.1111307420494699
16.8734,-65.7621,-0.0443877551020408,0.1260204081632653
16.8734,-65.7064,-0.0196913580246913,0.1717283950617284
16.8734,-65.6506,0.0433333333333333,0.22306666666666664
16.8734,-65.5949,0.0596052631578947,0.2523026315789474
16.8734,-65.5391,0.055,0.32375
16.8734,-65.4834,0.1174509803921568,0.3217647058823529
16.9273,-67.49,-0.09375,-0.0037499999999999
16.9273,-67.4343,-0.107,0.0125
16.9273,-67.3786,-0.0955072463768115,-0.0159420289855072
16.9273,-67.3228,-0.1034246575342465,0.0006849315068493
16.9273,-67.2671,-0.1221800947867298,-0.011042654028436
16.9273,-67.2113,-0.1405263157894737,-0.0139473684210526
16.9273,-67.1556,-0.1420289855072463,-0.0306666666666666
16.9273,-67.0999,-0.1465749235474006,-0.040611620795107
16.9273,-67.0441,-0.16475247524752468,-0.0487623762376237
16.9273,-66.9884,-0.1659669811320754,-0.0653301886792452
16.9273,-66.9326,-0.1652153110047847,-0.069066985645933
16.9273,-66.8769,-0.1568346774193548,-0.0775604838709677
16.9273,-66.8212,-0.1540591966173361,-0.0826638477801268
16.9273,-66.7654,-0.1399999999999999,-0.0813562753036437
16.9273,-66.7097,-0.1372310756972111,-0.0885458167330677
16.9273,-66.6539,-0.107156862745098,-0.0876862745098039
16.9273,-66.5982,-0.0950526315789473,-0.0897473684210526
16.9273,-66.5425,-0.0960266159695817,-0.0902661596958175
16.9273,-66.4867,-0.0932059447983014,-0.0838216560509554
16.9273,-66.431,-0.0915127701375245,-0.0795481335952848
16.9273,-66.3752,-0.0926907630522088,-0.0645180722891566
16.9273,-66.3195,-0.1089626556016597,-0.0570954356846473
16.9273,-66.2638,-0.1016880341880342,-0.0531837606837606
16.9273,-66.208,-0.0989777777777777,-0.04375555555555549
16.9273,-66.1523,-0.095758354755784,-0.0217994858611825
16.9273,-66.0965,-0.09210268948655251,-0.0063325183374083
16.9273,-66.0408,-0.1051923076923076,0.0245913461538461
16.9273,-65.9851,-0.1251724137931034,0.0327586206896551
16.9273,-65.9293,-0.1279523809523809,0.0679999999999999
16.9273,-65.8736,-0.100390625,0.077265625
16.9273,-65.8178,-0.1138108108108108,0.0946486486486486
16.9273,-65.7621,-0.0614953271028037,0.137196261682243
16.9273,-65.7064,-0.034863387978142,0.1661202185792349
16.9273,-65.6506,-0.011999999999999898,0.2083684210526316
16.9273,-65.5949,0.0478947368421052,0.2535964912280701
16.9273,-65.5391,0.0667924528301886,0.2821698113207547
16.9273,-65.4834,0.0258181818181818,0.2778181818181818
16.9273,-65.4277,-0.0216666666666666,0.2545833333333333
16.9273,-65.3719,-0.26,0.035
16.9812,-67.4343,-0.0933928571428571,-0.0041071428571428
16.9812,-67.3786,-0.1111111111111111,0.0078888888888888
16.9812,-67.3228,-0.11398876404494379,-0.0110112359550561
16.9812,-67.2671,-0.1159763313609467,-0.0259171597633136
16.9812,-67.2113,-0.1458885017421602,-0.0141114982578397
16.9812,-67.1556,-0.1578571428571428,-0.0256211180124223
16.9812,-67.0999,-0.1714939024390244,-0.0365853658536585
16.9812,-67.0441,-0.1678421052631579,-0.0466578947368421
16.9812,-66.9884,-0.1706264501160093,-0.071183294663573
16.9812,-66.9326,-0.1707093821510297,-0.0711670480549199
16.9812,-66.8769,-0.1591188524590164,-0.0819877049180327
16.9812,-66.8212,-0.1465377176015474,-0.086247582205029
16.9812,-66.7654,-0.1331717171717171,-0.0825656565656565
16.9812,-66.7097,-0.1303740157480315,-0.0874409448818897
16.9812,-66.6539,-0.1156481481481481,-0.0904629629629629
16.9812,-66.5982,-0.0953891050583657,-0.0892412451361867
16.9812,-66.5425,-0.0984803001876172,-0.0868667917448405
16.9812,-66.4867,-0.101025641025641,-0.0782445759368836
16.9812,-66.431,-0.1058812615955473,-0.069165120593692
16.9812,-66.3752,-0.1152986512524084,-0.0520616570327552
16.9812,-66.3195,-0.1174556213017751,-0.0478895463510848
16.9812,-66.2638,-0.1213426853707414,-0.0473747494989979
16.9812,-66.208,-0.1228309572301425,-0.0307331975560081
16.9812,-66.1523,-0.1243212669683258,-0.0253846153846153
16.9812,-66.0965,-0.1226970954356846,0.006804979253112
16.9812,-66.0408,-0.1329594272076372,0.029618138424821
16.9812,-65.9851,-0.1451884700665188,0.0396452328159645
16.9812,-65.9293,-0.1295777777777778,0.0638222222222222
16.9812,-65.8736,-0.1194152046783625,0.0736842105263157
16.9812,-65.8178,-0.1249722222222222,0.0905
16.9812,-65.7621,-0.0577431906614786,0.1413618677042801
16.9812,-65.7064,-0.047310606060606,0.1592424242424242
16.9812,-65.6506,-0.032707423580786,0.1922270742358078
16.9812,-65.5949,0.0028169014084507,0.2295070422535211
16.9812,-65.5391,-0.0035658914728682,0.2264341085271317
16.9812,-65.4834,-0.003015873015873,0.2274603174603174
16.9812,-65.4277,-0.0424999999999999,0.2165
17.0352,-67.3786,-0.1171929824561403,0.0150877192982456
17.0352,-67.3228,-0.1270588235294117,0.0040522875816993
17.0352,-67.2671,-0.1353631284916201,-0.0106145251396648
17.0352,-67.2113,-0.163563829787234,-0.0152127659574468
17.0352,-67.1556,-0.1561631419939577,-0.0218126888217522
17.0352,-67.0999,-0.1583473389355742,-0.0371708683473389
17.0352,-67.0441,-0.1789942528735632,-0.04859195402298849
17.0352,-66.9884,-0.1640096618357488,-0.071183574879227
17.0352,-66.9326,-0.1621042471042471,-0.0762741312741312
17.0352,-66.8769,-0.164235294117647,-0.0786862745098039
17.0352,-66.8212,-0.1513359528487229,-0.0841650294695481
17.0352,-66.7654,-0.1530669144981412,-0.0837360594795539
17.0352,-66.7097,-0.12492700729927,-0.0873905109489051
17.0352,-66.6539,-0.1183606557377049,-0.0901457194899817
17.0352,-66.5982,-0.1132616487455197,-0.0942114695340501
17.0352,-66.5425,-0.102992565055762,-0.0845910780669144
17.0352,-66.4867,-0.1108909090909091,-0.0756
17.0352,-66.431,-0.1183489681050656,-0.0570168855534709
17.0352,-66.3752,-0.1286870503597122,-0.0485071942446043
17.0352,-66.3195,-0.132729044834308,-0.0389668615984405
17.0352,-66.2638,-0.1454845360824742,-0.0343298969072164
17.0352,-66.208,-0.14361328125,-0.02203125
17.0352,-66.1523,-0.1488304093567251,-0.0140545808966861
17.0352,-66.0965,-0.1527865612648221,0.0050790513833992
17.0352,-66.0408,-0.1549591836734694,0.0285102040816326
17.0352,-65.9851,-0.1405714285714285,0.0375306122448979
17.0352,-65.9293,-0.1561538461538461,0.0617249417249417
17.0352,-65.8736,-0.1317045454545454,0.076090909090909
17.0352,-65.8178,-0.1081470588235294,0.0900294117647058
17.0352,-65.7621,-0.0777945619335347,0.1349848942598187
17.0352,-65.7064,-0.0789423076923076,0.14375
17.0352,-65.6506,-0.0169186046511627,0.2076744186046511
17.0352,-65.5949,-0.0376470588235294,0.2037908496732026
17.0352,-65.5391,-0.0710362694300518,0.18450777202072532
17.0352,-65.4834,-0.0428571428571428,0.1817582417582417
17.0352,-65.4277,-0.1566666666666666,0.1311111111111111
17.0352,-65.3719,-0.2936363636363636,-0.0199999999999999
17.0891,-67.4343,-0.1042857142857142,-0.0057142857142857
17.0891,-67.3228,-0.1488571428571428,0.0452857142857142
17.0891,-67.2671,-0.1635233160621761,0.0034715025906735
17.0891,-67.2113,-0.1639240506329114,-0.0067932489451476
17.0891,-67.1556,-0.1571739130434782,-0.0303043478260869
17.0891,-67.0999,-0.1467226890756302,-0.0424089635854341
17.0891,-67.0441,-0.1625699745547073,-0.048422391857506304
17.0891,-66.9884,-0.1690949227373068,-0.0671743929359823
17.0891,-66.9326,-0.1616082474226804,-0.0811340206185567
17.0891,-66.8769,-0.163728813559322,-0.0786817325800376
17.0891,-66.8212,-0.1549431818181818,-0.0799242424242424
17.0891,-66.7654,-0.1485767790262172,-0.0897940074906367
17.0891,-66.7097,-0.1429061371841155,-0.0901805054151624
17.0891,-66.6539,-0.12308823529411758,-0.0945588235294117
17.0891,-66.5982,-0.1176707530647986,-0.0968476357267951
