Latitude,Longitude,median_U,median_V
18.2758,-67.2857,-0.04,-0.03
18.2758,-67.2671,-0.05,-0.02
18.2758,-67.2485,-0.06,0.0
18.2758,-67.2113,-0.05,0.0
18.2938,-67.4343,-0.05,0.11
18.2938,-67.4157,-0.03,0.07500000000000001
18.2938,-67.3971,-0.015,0.04
18.2938,-67.3786,-0.01,0.02
18.2938,-67.36,0.0,-0.03
18.2938,-67.3414,-0.01,-0.06
18.2938,-67.3228,-0.02,-0.05
18.2938,-67.3042,-0.04,-0.06
18.2938,-67.2857,-0.05,-0.03
18.2938,-67.2671,-0.07,-0.02
18.2938,-67.2485,-0.06,-0.01
18.3118,-67.4157,0.11,0.09
18.3118,-67.3971,0.0,0.05
18.3118,-67.3786,-0.01,0.01
18.3118,-67.36,-0.02,-0.04
18.3118,-67.3414,-0.04,-0.06
18.3118,-67.3228,-0.03,-0.065
18.3118,-67.3042,-0.03,-0.06
18.3118,-67.2857,-0.06,-0.07
18.3118,-67.2671,-0.08,-0.04
18.3297,-67.936,-0.06,-0.035
18.3297,-67.8802,-0.08,-0.09
18.3297,-67.8245,-0.1,-0.11
18.3297,-67.7687,-0.11,-0.06
18.3297,-67.713,-0.12,-0.03
18.3297,-67.6573,-0.13,0.02
18.3297,-67.6015,-0.12,0.05
18.3297,-67.5458,-0.11,0.03
18.3297,-67.49,-0.07,0.02
18.3297,-67.4343,-0.05,0.01
18.3297,-67.4157,-0.12499999999999999,-0.22999999999999998
18.3297,-67.3786,-0.02,-0.01
18.3297,-67.36,-0.07500000000000001,-0.135
18.3297,-67.3414,-0.13,-0.125
18.3297,-67.3228,-0.03,-0.04
18.3297,-67.3042,0.035,-0.125
18.3297,-67.2857,-0.05,-0.05
18.3297,-67.2671,-0.04,-0.03
18.3837,-67.8802,-0.06,0.11
18.3837,-67.8245,-0.11,-0.11499999999999999
18.3837,-67.7687,-0.12,-0.11
18.3837,-67.713,-0.15,-0.11499999999999999
18.3837,-67.6573,-0.18,-0.1
18.3837,-67.6015,-0.18,-0.06
18.3837,-67.5458,-0.14,-0.07
18.3837,-67.4343,-0.08,-0.05
18.3837,-67.3786,-0.05,-0.04
18.3837,-67.3228,0.0,-0.03
18.3837,-67.2671,-0.05,-0.03
18.4376,-67.7687,-0.19,-0.19
18.4376,-67.713,-0.15000000000000002,-0.05500000000000001
18.4376,-67.6573,-0.13,-0.09
18.4376,-67.6015,-0.06,0.11
18.4376,-67.5458,-0.09,0.01
18.4376,-67.49,-0.28,-0.25
