Latitude,Longitude,mean_U,mean_V,Speed,unit_U,unit_V
16.8734,-66.8769,-0.149290618,-0.074828375,0.166993935,-0.893988263,-0.448090377
16.8734,-66.8212,-0.146004415,-0.085298013,0.169094767,-0.86344727,-0.504439107
16.8734,-66.7654,-0.129502075,-0.088941909,0.157103311,-0.824311553,-0.566136435
16.8734,-66.7097,-0.125962343,-0.091987448,0.155975006,-0.807580308,-0.589757617
16.8734,-66.6539,-0.102721649,-0.096701031,0.141077378,-0.728122756,-0.685446754
16.8734,-66.5982,-0.100692464,-0.099551935,0.141596469,-0.711122706,-0.703067918
16.8734,-66.5425,-0.090410367,-0.096198704,0.132016003,-0.684843995,-0.728689716
16.8734,-66.4867,-0.09074,-0.0891,0.127171371,-0.713525374,-0.700629389
16.8734,-66.431,-0.08525974,-0.085887446,0.12102015,-0.704508632,-0.709695418
16.8734,-66.3752,-0.088900862,-0.07125,0.113929477,-0.780314843,-0.625386877
16.8734,-66.3195,-0.085316456,-0.066244726,0.108015098,-0.789856767,-0.613291357
16.8734,-66.2638,-0.083657957,-0.051615202,0.098299455,-0.851052095,-0.525081261
16.8734,-66.208,-0.070555556,-0.05326087,0.088401395,-0.798127173,-0.602489017
16.8734,-66.1523,-0.063300971,-0.025412621,0.06821154,-0.928009697,-0.37255604
16.8734,-66.0965,-0.068919668,-0.010027701,0.069645354,-0.989580258,-0.143982337
16.8734,-66.0408,-0.057486034,0.026648045,0.063362152,-0.907261378,0.420567227
16.8734,-65.9851,-0.061713396,0.041962617,0.074628442,-0.82694203,0.562287185
16.8734,-65.9293,-0.087321937,0.073903134,0.114397526,-0.763320156,0.646020386
16.8734,-65.8736,-0.091779935,0.084174757,0.12453492,-0.736981526,0.675912887
16.8734,-65.8178,-0.090070671,0.111130742,0.143048131,-0.629652908,0.776876577
16.8734,-65.7621,-0.044387755,0.126020408,0.133609192,-0.332220819,0.943201637
16.8734,-65.7064,-0.019691358,0.171728395,0.17285367,-0.113919236,0.993490014
16.8734,-65.6506,0.043333333,0.223066667,0.227236695,0.1906969,0.981648966
16.8734,-65.5949,0.059605263,0.252302632,0.259247768,0.229916206,0.973210429
16.8734,-65.5391,0.055,0.32375,0.328388585,0.167484506,0.985874708
16.8734,-65.4834,0.11745098,0.321764706,0.342530668,0.342891867,0.939374881
16.9273,-67.49,-0.09375,-0.00375,0.09382497,-0.999200959,-0.039968038
16.9273,-67.4343,-0.107,0.0125,0.107727666,-0.99324532,0.116033332
16.9273,-67.3786,-0.095507246,-0.015942029,0.096828624,-0.986353441,-0.164641697
16.9273,-67.3228,-0.103424658,0.000684932,0.103426925,-0.999978072,0.006622371
16.9273,-67.2671,-0.122180095,-0.011042654,0.122678098,-0.995940568,-0.090013248
16.9273,-67.2113,-0.140526316,-0.013947368,0.141216764,-0.995110719,-0.098765671
16.9273,-67.1556,-0.142028986,-0.030666667,0.145302021,-0.977474264,-0.211054647
16.9273,-67.0999,-0.146574924,-0.040611621,0.152097048,-0.963693416,-0.267011236
16.9273,-67.0441,-0.164752475,-0.048762376,0.171817192,-0.958882365,-0.283803825
16.9273,-66.9884,-0.165966981,-0.065330189,0.178362194,-0.930505378,-0.366278229
16.9273,-66.9326,-0.165215311,-0.069066986,0.179070789,-0.922625694,-0.385696551
16.9273,-66.8769,-0.156834677,-0.077560484,0.174964981,-0.896377528,-0.443291471
16.9273,-66.8212,-0.154059197,-0.082663848,0.174835774,-0.881165183,-0.472808545
16.9273,-66.7654,-0.14,-0.081356275,0.161922338,-0.864612022,-0.502440098
16.9273,-66.7097,-0.137231076,-0.088545817,0.16331788,-0.840269761,-0.542168542
16.9273,-66.6539,-0.107156863,-0.087686275,0.138461099,-0.773913131,-0.63329177
16.9273,-66.5982,-0.095052632,-0.089747368,0.13072717,-0.727106934,-0.686524221
16.9273,-66.5425,-0.096026616,-0.09026616,0.131791846,-0.72862335,-0.684914604
16.9273,-66.4867,-0.093205945,-0.083821656,0.125353174,-0.743546749,-0.668683955
16.9273,-66.431,-0.09151277,-0.079548134,0.121253836,-0.754720621,-0.656046328
16.9273,-66.3752,-0.092690763,-0.064518072,0.112934314,-0.820749337,-0.571288479
16.9273,-66.3195,-0.108962656,-0.057095436,0.123015239,-0.885765506,-0.46413303
16.9273,-66.2638,-0.101688034,-0.053183761,0.114756127,-0.886122918,-0.463450293
16.9273,-66.208,-0.098977778,-0.043755556,0.108218063,-0.914614207,-0.404327655
16.9273,-66.1523,-0.095758355,-0.021799486,0.09820835,-0.975053082,-0.221971816
16.9273,-66.0965,-0.092102689,-0.006332518,0.092320129,-0.997644724,-0.06859304
16.9273,-66.0408,-0.105192308,0.024591346,0.108028496,-0.973745926,0.227637587
16.9273,-65.9851,-0.125172414,0.032758621,0.129388023,-0.967418863,0.253181245
16.9273,-65.9293,-0.127952381,0.068,0.144899316,-0.883043374,0.46929138
16.9273,-65.8736,-0.100390625,0.077265625,0.126681705,-0.792463481,0.609919364
16.9273,-65.8178,-0.113810811,0.094648649,0.14802455,-0.768864428,0.639411832
16.9273,-65.7621,-0.061495327,0.137196262,0.150347895,-0.409020207,0.912525326
16.9273,-65.7064,-0.034863388,0.166120219,0.169739161,-0.205393898,0.978679389
16.9273,-65.6506,-0.012,0.208368421,0.208713677,-0.057495034,0.998345792
16.9273,-65.5949,0.047894737,0.253596491,0.258079612,0.185581249,0.982628923
16.9273,-65.5391,0.066792453,0.282169811,0.289967298,0.230344777,0.973109081
16.9273,-65.4834,0.025818182,0.277818182,0.27901527,0.092533222,0.995709598
16.9273,-65.4277,-0.021666667,0.254583333,0.255503656,-0.08479983,0.996398007
16.9273,-65.3719,-0.26,0.035,0.262345192,-0.991060662,0.133412012
16.9812,-67.4343,-0.093392857,-0.004107143,0.093483124,-0.99903441,-0.043934592
16.9812,-67.3786,-0.111111111,0.007888889,0.111390815,-0.99748899,0.070821718
16.9812,-67.3228,-0.113988764,-0.011011236,0.114519368,-0.995366688,-0.096151735
16.9812,-67.2671,-0.115976331,-0.02591716,0.118836899,-0.975928623,-0.218090172
16.9812,-67.2113,-0.145888502,-0.014111498,0.146569401,-0.995354424,-0.09627861
16.9812,-67.1556,-0.157857143,-0.025621118,0.159922854,-0.987083077,-0.160209234
16.9812,-67.0999,-0.171493902,-0.036585366,0.175352923,-0.977992836,-0.208638472
16.9812,-67.0441,-0.167842105,-0.046657895,0.174206577,-0.963465951,-0.267830845
16.9812,-66.9884,-0.17062645,-0.071183295,0.184879547,-0.922906037,-0.385025255
16.9812,-66.9326,-0.170709382,-0.071167048,0.184949836,-0.923003695,-0.384791085
16.9812,-66.8769,-0.159118852,-0.081987705,0.178999422,-0.888935009,-0.458033351
16.9812,-66.8212,-0.146537718,-0.086247582,0.170035138,-0.861808444,-0.507233877
16.9812,-66.7654,-0.133171717,-0.082565657,0.156690121,-0.849905001,-0.526935944
16.9812,-66.7097,-0.130374016,-0.087440945,0.156981855,-0.830503727,-0.557013069
16.9812,-66.6539,-0.115648148,-0.090462963,0.146826571,-0.787651361,-0.616121201
16.9812,-66.5982,-0.095389105,-0.089241245,0.130625729,-0.730247444,-0.68318275
16.9812,-66.5425,-0.0984803,-0.086866792,0.131317208,-0.749942082,-0.661503494
16.9812,-66.4867,-0.101025641,-0.078244576,0.127782604,-0.790605592,-0.612325729
16.9812,-66.431,-0.105881262,-0.069165121,0.126469979,-0.837204709,-0.546889637
16.9812,-66.3752,-0.115298651,-0.052061657,0.126507688,-0.911396399,-0.411529591
16.9812,-66.3195,-0.117455621,-0.047889546,0.126843335,-0.925989697,-0.37754878
16.9812,-66.2638,-0.121342685,-0.047374749,0.130262866,-0.931521694,-0.363685761
16.9812,-66.208,-0.122830957,-0.030733198,0.12661743,-0.970095172,-0.242724857
16.9812,-66.1523,-0.124321267,-0.025384615,0.126886391,-0.979784092,-0.200057825
16.9812,-66.0965,-0.122697095,0.006804979,0.122885658,-0.998465544,0.055376513
16.9812,-66.0408,-0.132959427,0.029618138,0.136218367,-0.976075624,0.217431314
16.9812,-65.9851,-0.14518847,0.039645233,0.150503941,-0.96468218,0.263416576
16.9812,-65.9293,-0.129577778,0.063822222,0.144442641,-0.897088123,0.44185167
16.9812,-65.8736,-0.119415205,0.073684211,0.140318759,-0.851028087,0.525120171
16.9812,-65.8178,-0.124972222,0.0905,0.154299405,-0.809933275,0.586522029
16.9812,-65.7621,-0.057743191,0.141361868,0.152700536,-0.378146614,0.92574572
16.9812,-65.7064,-0.047310606,0.159242424,0.166121772,-0.284794735,0.958588524
16.9812,-65.6506,-0.032707424,0.192227074,0.194989804,-0.167739148,0.985831415
16.9812,-65.5949,0.002816901,0.229507042,0.229524329,0.012272779,0.999924687
16.9812,-65.5391,-0.003565891,0.226434109,0.226462185,-0.015746079,0.999876023
16.9812,-65.4834,-0.003015873,0.227460317,0.22748031,-0.013257732,0.999912112
16.9812,-65.4277,-0.0425,0.2165,0.220632047,-0.192628408,0.981271775
17.0352,-67.3786,-0.117192982,0.015087719,0.118160207,-0.991814299,0.127688667
17.0352,-67.3228,-0.127058824,0.004052288,0.127123427,-0.999491806,0.031876796
17.0352,-67.2671,-0.135363128,-0.010614525,0.135778661,-0.996939635,-0.078175209
17.0352,-67.2113,-0.16356383,-0.015212766,0.164269762,-0.995702605,-0.092608437
17.0352,-67.1556,-0.156163142,-0.021812689,0.157679169,-0.99038537,-0.138335894
17.0352,-67.0999,-0.158347339,-0.037170868,0.162651631,-0.97353674,-0.22853056
17.0352,-67.0441,-0.178994253,-0.048591954,0.185472695,-0.965070643,-0.261989799
17.0352,-66.9884,-0.164009662,-0.071183575,0.178791137,-0.917325461,-0.398138164
17.0352,-66.9326,-0.162104247,-0.076274131,0.179152254,-0.90484068,-0.425750331
17.0352,-66.8769,-0.164235294,-0.078686275,0.182111948,-0.901837007,-0.432076398
17.0352,-66.8212,-0.151335953,-0.084165029,0.173165594,-0.873937771,-0.486037831
17.0352,-66.7654,-0.153066914,-0.083736059,0.17447409,-0.87730456,-0.479934067
17.0352,-66.7097,-0.124927007,-0.087390511,0.152459367,-0.81941182,-0.573205259
17.0352,-66.6539,-0.118360656,-0.090145719,0.148780024,-0.795541313,-0.605899347
17.0352,-66.5982,-0.113261649,-0.09421147,0.147322782,-0.768799281,-0.639490161
17.0352,-66.5425,-0.102992565,-0.084591078,0.133278351,-0.772762898,-0.634694811
17.0352,-66.4867,-0.110890909,-0.0756,0.134209365,-0.826253137,-0.563298991
17.0352,-66.431,-0.118348968,-0.057016886,0.131367437,-0.900900336,-0.434026018
17.0352,-66.3752,-0.12868705,-0.048507194,0.137525652,-0.935731254,-0.352713793
17.0352,-66.3195,-0.132729045,-0.038966862,0.13833082,-0.959504507,-0.281693275
17.0352,-66.2638,-0.145484536,-0.034329897,0.149480072,-0.973270441,-0.22966203
17.0352,-66.208,-0.143613281,-0.02203125,0.145293326,-0.988436877,-0.151632911
17.0352,-66.1523,-0.148830409,-0.014054581,0.149492548,-0.995570756,-0.094015261
17.0352,-66.0965,-0.152786561,0.005079051,0.152870959,-0.999447916,0.033224436
17.0352,-66.0408,-0.154959184,0.028510204,0.157560085,-0.983492639,0.180948139
17.0352,-65.9851,-0.140571429,0.037530612,0.145495269,-0.96615807,0.257950739
17.0352,-65.9293,-0.156153846,0.061724942,0.167910667,-0.929981692,0.36760584
17.0352,-65.8736,-0.131704545,0.076090909,0.152104943,-0.865879456,0.500252704
17.0352,-65.8178,-0.108147059,0.090029412,0.140716315,-0.768546695,0.639793699
17.0352,-65.7621,-0.077794562,0.134984894,0.155797675,-0.499330699,0.86641148
17.0352,-65.7064,-0.078942308,0.14375,0.163999849,-0.481355978,0.876525198
17.0352,-65.6506,-0.016918605,0.207674419,0.208362433,-0.081197961,0.996697994
17.0352,-65.5949,-0.037647059,0.20379085,0.20723902,-0.181660089,0.983361384
17.0352,-65.5391,-0.071036269,0.184507772,0.197710064,-0.359295161,0.933223975
17.0352,-65.4834,-0.042857143,0.181758242,0.186742585,-0.229498498,0.973309015
17.0352,-65.4277,-0.156666667,0.131111111,0.204290401,-0.766882173,0.641787918
17.0352,-65.3719,-0.293636364,-0.02,0.29431669,-0.997688454,-0.067954012
17.0891,-67.4343,-0.104285714,-0.005714286,0.104442153,-0.998502152,-0.054712447
17.0891,-67.3228,-0.148857143,0.045285714,0.155593203,-0.956707232,0.291052008
17.0891,-67.2671,-0.163523316,0.003471503,0.163560161,-0.999774732,0.021224622
17.0891,-67.2113,-0.163924051,-0.006793249,0.164064751,-0.999142408,-0.041405902
17.0891,-67.1556,-0.157173913,-0.030304348,0.160068712,-0.981915275,-0.189320871
17.0891,-67.0999,-0.146722689,-0.042408964,0.152728739,-0.960675051,-0.277675072
17.0891,-67.0441,-0.162569975,-0.048422392,0.169628195,-0.95839005,-0.285461929
17.0891,-66.9884,-0.169094923,-0.067174393,0.181949147,-0.929352656,-0.369193229
17.0891,-66.9326,-0.161608247,-0.081134021,0.180831289,-0.893696266,-0.448672468
17.0891,-66.8769,-0.163728814,-0.078681733,0.18165335,-0.901325596,-0.433142206
17.0891,-66.8212,-0.154943182,-0.079924242,0.174342405,-0.888729176,-0.458432603
17.0891,-66.7654,-0.148576779,-0.089794007,0.173603062,-0.855841928,-0.517237465
17.0891,-66.7097,-0.142906137,-0.090180505,0.168981323,-0.845691905,-0.533671436
17.0891,-66.6539,-0.123088235,-0.094558824,0.155216252,-0.79301126,-0.609206978
17.0891,-66.5982,-0.117670753,-0.096847636,0.152400363,-0.772115963,-0.63548166
17.0891,-66.5425,-0.123487544,-0.081085409,0.147729541,-0.835902852,-0.54887742
17.0891,-66.4867,-0.114648649,-0.069297297,0.133964279,-0.855815069,-0.517281904
17.0891,-66.431,-0.135383212,-0.050127737,0.144365522,-0.937780777,-0.3472279
17.0891,-66.3752,-0.132753623,-0.042862319,0.139501623,-0.951627804,-0.307253191
17.0891,-66.3195,-0.153210332,-0.032896679,0.156702257,-0.97771618,-0.209931111
17.0891,-66.2638,-0.158208955,-0.027947761,0.160658491,-0.984753148,-0.173957573
17.0891,-66.208,-0.152834951,-0.021650485,0.15436083,-0.990114858,-0.140258934
17.0891,-66.1523,-0.17467167,-0.004615385,0.174732636,-0.99965109,-0.026413982
17.0891,-66.0965,-0.157351248,0.010921305,0.157729801,-0.99759999,0.069240595
17.0891,-66.0408,-0.158087954,0.026902486,0.160360672,-0.985827464,0.167762366
17.0891,-65.9851,-0.162620968,0.040927419,0.167692077,-0.969759397,0.244062928
17.0891,-65.9293,-0.151966173,0.059704017,0.163273658,-0.930745198,0.365668397
17.0891,-65.8736,-0.142977778,0.070977778,0.159626094,-0.895704294,0.44465022
17.0891,-65.8178,-0.107239583,0.087786458,0.138588566,-0.773798206,0.633432188
17.0891,-65.7621,-0.090647059,0.137617647,0.164789278,-0.550078622,0.835112872
17.0891,-65.7064,-0.078602484,0.147950311,0.167534011,-0.469173297,0.883106119
17.0891,-65.6506,-0.080900322,0.164533762,0.183347269,-0.441240942,0.897388673
17.0891,-65.5949,-0.090325581,0.166232558,0.189187669,-0.477439053,0.878664868
17.0891,-65.5391,-0.074552846,0.167235772,0.183100875,-0.407168156,0.913353214
17.0891,-65.4834,-0.092142857,0.138571429,0.166410177,-0.553709268,0.832710062
17.0891,-65.4277,-0.086216216,0.129189189,0.155316073,-0.5551017,0.831782485
17.0891,-65.3719,-0.115,0.078333333,0.13914421,-0.826480672,0.562965095
17.1431,-67.4343,0,0.01,0.01,0,1
17.1431,-67.3786,-0.125,0.046,0.133195345,-0.938471234,0.345357414
17.1431,-67.3228,-0.195,0.058125,0.203478538,-0.958332026,0.285656662
17.1431,-67.2671,-0.172,0.052666667,0.179882678,-0.956178783,0.292783426
17.1431,-67.2113,-0.178364486,-0.011728972,0.178749709,-0.9978449,-0.065616733
17.1431,-67.1556,-0.169488189,-0.022598425,0.170988114,-0.991227901,-0.13216372
17.1431,-67.0999,-0.139847095,-0.044525994,0.146764349,-0.952868295,-0.303384264
17.1431,-67.0441,-0.12861413,-0.057853261,0.141026928,-0.911982786,-0.410228471
17.1431,-66.9884,-0.163901919,-0.066588486,0.176912028,-0.92646001,-0.376393211
17.1431,-66.9326,-0.163709016,-0.07204918,0.178862311,-0.915279553,-0.40281924
17.1431,-66.8769,-0.163320236,-0.077053045,0.18058425,-0.904399117,-0.426687518
17.1431,-66.8212,-0.159349005,-0.079873418,0.17824665,-0.893980364,-0.448106136
17.1431,-66.7654,-0.157292035,-0.083628319,0.178141742,-0.882960019,-0.469448193
17.1431,-66.7097,-0.144740608,-0.088461538,0.169632802,-0.853258371,-0.5214884
17.1431,-66.6539,-0.140318021,-0.094876325,0.169383187,-0.828405838,-0.560128349
17.1431,-66.5982,-0.134727592,-0.091282953,0.162739367,-0.827873395,-0.560915003
17.1431,-66.5425,-0.130731707,-0.077526132,0.151990396,-0.860131368,-0.510072573
17.1431,-66.4867,-0.142712766,-0.060319149,0.154936546,-0.921104605,-0.389315178
17.1431,-66.431,-0.138235294,-0.048546713,0.146512047,-0.94350804,-0.331349632
17.1431,-66.3752,-0.159432624,-0.027429078,0.161774893,-0.985521432,-0.169550896
17.1431,-66.3195,-0.161174377,-0.024217082,0.162983579,-0.988899486,-0.148586023
17.1431,-66.2638,-0.160964286,-0.023571429,0.162681018,-0.989447251,-0.14489354
17.1431,-66.208,-0.169621622,-0.011477477,0.170009491,-0.997718543,-0.067510804
17.1431,-66.1523,-0.167464286,0.001607143,0.167471997,-0.999953953,0.009596487
17.1431,-66.0965,-0.170378657,0.018898451,0.171423564,-0.993904533,0.110244184
17.1431,-66.0408,-0.174394786,0.029888268,0.176937418,-0.985629765,0.168919997
17.1431,-65.9851,-0.158872458,0.044473198,0.164979767,-0.962981472,0.269567588
17.1431,-65.9293,-0.13506,0.061,0.148196503,-0.911357535,0.41161565
17.1431,-65.8736,-0.12004,0.06306,0.135595594,-0.8852795,0.465059358
17.1431,-65.8178,-0.119336493,0.088649289,0.148660334,-0.802746028,0.596321067
17.1431,-65.7621,-0.08346875,0.13634375,0.159864475,-0.522121941,0.852870845
17.1431,-65.7064,-0.109889503,0.140745856,0.178563991,-0.615406847,0.788209625
17.1431,-65.6506,-0.103731778,0.153644315,0.185383002,-0.559553883,0.828793975
17.1431,-65.5949,-0.049408602,0.182419355,0.188992145,-0.26143204,0.965221886
17.1431,-65.5391,-0.0896875,0.13890625,0.165344471,-0.542428179,0.840102179
17.1431,-65.4834,-0.171818182,0.101647727,0.199634035,-0.860665775,0.509170328
17.1431,-65.4277,-0.157846154,0.07,0.172671388,-0.914141917,0.40539432
17.1431,-65.3719,-0.085238095,0.11547619,0.143527988,-0.593877865,0.804555208
17.1431,-65.3162,-0.45,-0.205,0.494494692,-0.91001988,-0.414564612
17.197,-67.3786,-0.076212121,0.026212121,0.080593813,-0.945632403,0.325237387
17.197,-67.3228,-0.099852941,0.036985294,0.106482495,-0.937740431,0.347336846
17.197,-67.2671,-0.157019231,0.046057692,0.163634806,-0.959571098,0.281466354
17.197,-67.2113,-0.157518797,0.033609023,0.16106439,-0.977986486,0.208668238
17.197,-67.1556,-0.171688889,-0.020177778,0.172870522,-0.993164637,-0.116721912
17.197,-67.0999,-0.142586751,-0.040347003,0.148185229,-0.962219727,-0.272274122
17.197,-67.0441,-0.127235772,-0.05902439,0.140259832,-0.907143341,-0.420821767
17.197,-66.9884,-0.136840796,-0.06181592,0.150155291,-0.911328498,-0.411679934
17.197,-66.9326,-0.160224719,-0.064475655,0.172710946,-0.927704486,-0.373315398
17.197,-66.8769,-0.165992647,-0.073327206,0.181467457,-0.914724048,-0.404079095
17.197,-66.8212,-0.159482759,-0.075287356,0.176360246,-0.904301068,-0.426895279
17.197,-66.7654,-0.165538194,-0.082586806,0.184995876,-0.894820997,-0.446425116
17.197,-66.7097,-0.153830156,-0.08559792,0.176041816,-0.873827366,-0.486236296
17.197,-66.6539,-0.150773196,-0.08967354,0.175424914,-0.859474249,-0.511179044
17.197,-66.5982,-0.147263339,-0.091841652,0.173555121,-0.848510479,-0.529178578
17.197,-66.5425,-0.133298791,-0.070708117,0.15089137,-0.883408978,-0.468602793
17.197,-66.4867,-0.149252174,-0.056330435,0.159528459,-0.935583373,-0.353105866
17.197,-66.431,-0.143827586,-0.036724138,0.148442032,-0.968914156,-0.247397165
17.197,-66.3752,-0.154639175,-0.023505155,0.156415366,-0.988644395,-0.150273948
17.197,-66.3195,-0.159413793,-0.018310345,0.160461915,-0.993468096,-0.114110223
17.197,-66.2638,-0.16408547,-0.011145299,0.16446355,-0.997701134,-0.067767594
17.197,-66.208,-0.155667808,-0.003613014,0.155709731,-0.999730762,-0.023203519
17.197,-66.1523,-0.16404475,0.010086059,0.164354521,-0.998115227,0.061367697
17.197,-66.0965,-0.170777202,0.026027634,0.172749213,-0.988584547,0.150667163
17.197,-66.0408,-0.16754955,0.034558559,0.171076432,-0.979384172,0.202006543
17.197,-65.9851,-0.14490942,0.043442029,0.15128103,-0.957882297,0.287161114
17.197,-65.9293,-0.136176471,0.053039216,0.146140992,-0.931815699,0.362931816
17.197,-65.8736,-0.12478,0.07332,0.144726883,-0.862175686,0.506609403
17.197,-65.8178,-0.108141593,0.097123894,0.145353551,-0.74399003,0.668190718
17.197,-65.7621,-0.118915094,0.128207547,0.174865591,-0.680037129,0.733177675
17.197,-65.7064,-0.111505376,0.143494624,0.181725496,-0.613592361,0.789622957
17.197,-65.6506,-0.114356436,0.138052805,0.179265087,-0.637918055,0.770104249
17.197,-65.5949,-0.141853035,0.128626198,0.191486246,-0.740800126,0.67172552
17.197,-65.5391,-0.178894009,0.086313364,0.198627952,-0.900648712,0.434547923
17.197,-65.4834,-0.115470085,0.091880342,0.14756469,-0.782504847,0.622644493
17.197,-65.4277,-0.145434783,0.085,0.168452593,-0.863357341,0.504593005
17.197,-65.3719,-0.10625,0.14625,0.180770919,-0.58776047,0.809034999
17.197,-65.3162,-0.23,-0.05,0.235372046,-0.977176364,-0.212429644
17.2509,-67.6015,0.195,-0.13,0.234360833,0.832050294,-0.554700196
17.2509,-67.5458,0.266315789,-0.144736842,0.30310535,0.87862451,-0.47751332
17.2509,-67.4343,0.183846154,-0.081648352,0.201161283,0.913924148,-0.405885022
17.2509,-67.3786,0.115380711,-0.035380711,0.120683483,0.956060496,-0.293169453
17.2509,-67.3228,0.014103586,-0.014462151,0.020200618,0.698175964,-0.7159262
17.2509,-67.2671,-0.012833876,-0.007459283,0.014844167,-0.864573701,-0.502506035
17.2509,-67.2113,-0.145490196,0.003333333,0.145528376,-0.999737645,0.02290504
17.2509,-67.1556,-0.139613527,-0.025458937,0.1419158,-0.983777188,-0.179394664
17.2509,-67.0999,-0.151527778,-0.043935185,0.157768717,-0.960442482,-0.278478434
17.2509,-67.0441,-0.136821705,-0.054521964,0.147284838,-0.928959878,-0.370180423
17.2509,-66.9884,-0.127760532,-0.052527716,0.138137303,-0.924880747,-0.380257287
17.2509,-66.9326,-0.138363229,-0.062286996,0.151736788,-0.911863434,-0.4104937
17.2509,-66.8769,-0.157746741,-0.062718808,0.169757719,-0.929246351,-0.369460714
17.2509,-66.8212,-0.160381818,-0.072472727,0.17599609,-0.911280574,-0.411786007
17.2509,-66.7654,-0.157490909,-0.076145455,0.174932892,-0.900293291,-0.435283803
17.2509,-66.7097,-0.161235392,-0.089983306,0.184645192,-0.873217387,-0.487330888
17.2509,-66.6539,-0.161822742,-0.096973244,0.188654208,-0.857774361,-0.514026405
17.2509,-66.5982,-0.148733553,-0.082335526,0.170002378,-0.874891012,-0.48431985
17.2509,-66.5425,-0.152923588,-0.074385382,0.170055311,-0.899257936,-0.437418753
17.2509,-66.4867,-0.149731092,-0.054655462,0.159394541,-0.939374033,-0.342894192
17.2509,-66.431,-0.159467554,-0.033061564,0.162858736,-0.979177158,-0.203007618
17.2509,-66.3752,-0.154567063,-0.017640068,0.155570399,-0.9935506,-0.113389617
17.2509,-66.3195,-0.154792013,-0.016539101,0.155673085,-0.994340247,-0.106242524
17.2509,-66.2638,-0.151486928,-0.009035948,0.151756179,-0.998225769,-0.059542536
17.2509,-66.208,-0.15114094,0.006174497,0.151267009,-0.999166577,0.040818528
17.2509,-66.1523,-0.163430532,0.021921098,0.164894127,-0.991124028,0.13294044
17.2509,-66.0965,-0.164315068,0.031660959,0.167337557,-0.981937774,0.189204142
17.2509,-66.0408,-0.16181338,0.037992958,0.166213823,-0.973525412,0.22857881
17.2509,-65.9851,-0.152280072,0.04070018,0.157625267,-0.966089222,0.258208473
17.2509,-65.9293,-0.140092593,0.04887037,0.148371991,-0.944198376,0.329377332
17.2509,-65.8736,-0.127805825,0.072854369,0.147112501,-0.868762506,0.495228946
17.2509,-65.8178,-0.113052209,0.102751004,0.152769666,-0.740017387,0.672587739
17.2509,-65.7621,-0.107105832,0.138509719,0.175090267,-0.611717793,0.791076065
17.2509,-65.7064,-0.122867299,0.147369668,0.191870248,-0.6403666,0.768069409
17.2509,-65.6506,-0.141716418,0.131965174,0.193644908,-0.731836533,0.681480219
17.2509,-65.5949,-0.161829268,0.100640244,0.190570645,-0.84918256,0.528099403
17.2509,-65.5391,-0.128489209,0.084028777,0.153526259,-0.83692008,0.547325114
17.2509,-65.4834,-0.065833333,0.101759259,0.12119808,-0.543187922,0.839611149
17.2509,-65.4277,-0.06125,0.120833333,0.135470502,-0.452127947,0.891953093
17.2509,-65.3719,0.010714286,0.132142857,0.132576509,0.080815869,0.996729048
17.2509,-65.3162,-0.093333333,-0.08,0.122927259,-0.759256602,-0.650791373
17.3049,-67.6573,-0.04,-0.04,0.056568542,-0.707106781,-0.707106781
17.3049,-67.6015,0.05,-0.05,0.070710678,0.707106781,-0.707106781
17.3049,-67.5458,0.183055556,-0.054444444,0.190980454,0.958504137,-0.28507862
17.3049,-67.49,0.140676692,-0.044887218,0.147664464,0.952678037,-0.30398118
17.3049,-67.4343,0.232214765,-0.07,0.242535971,0.957444639,-0.288616982
17.3049,-67.3786,0.147129909,-0.029274924,0.150014104,0.980773843,-0.195147814
17.3049,-67.3228,0.105577465,-0.017774648,0.107063248,0.986122374,-0.166020069
17.3049,-67.2671,-0.019777778,-0.002920635,0.019992264,-0.989271561,-0.146088256
17.3049,-67.2113,-0.016039886,-0.023561254,0.028502818,-0.562747383,-0.826628927
17.3049,-67.1556,-0.112970711,-0.02748954,0.116267177,-0.971647497,-0.236434224
17.3049,-67.0999,-0.108060837,-0.04365019,0.116543912,-0.927211335,-0.374538569
17.3049,-67.0441,-0.095972851,-0.070135747,0.118868882,-0.807384148,-0.590026133
17.3049,-66.9884,-0.115106383,-0.055130024,0.127627579,-0.901892709,-0.431960115
17.3049,-66.9326,-0.12623913,-0.056043478,0.138120199,-0.913980221,-0.405758741
17.3049,-66.8769,-0.130410678,-0.056919918,0.142291328,-0.91650475,-0.400023802
17.3049,-66.8212,-0.157072727,-0.071218182,0.172464115,-0.910755997,-0.412944929
17.3049,-66.7654,-0.160940325,-0.077793852,0.1787559,-0.900335741,-0.435195995
17.3049,-66.7097,-0.146037415,-0.078520408,0.165808266,-0.880760764,-0.473561482
17.3049,-66.6539,-0.154848967,-0.087599364,0.177909671,-0.870379703,-0.492381126
17.3049,-66.5982,-0.161058632,-0.086368078,0.18275483,-0.881282492,-0.472589853
17.3049,-66.5425,-0.15998374,-0.071398374,0.175192822,-0.913186614,-0.407541663
17.3049,-66.4867,-0.160862355,-0.053648425,0.169572553,-0.948634388,-0.316374458
17.3049,-66.431,-0.15086743,-0.028379705,0.153513482,-0.982763391,-0.184867837
17.3049,-66.3752,-0.152349103,-0.017292007,0.153327305,-0.993620166,-0.112778389
17.3049,-66.3195,-0.147903226,-0.009854839,0.148231178,-0.997787565,-0.066482901
17.3049,-66.2638,-0.144100486,-0.004975689,0.144186364,-0.999404396,-0.034508734
